qwen_macro,mds_x,mds_y,source_share,focal_broad,focal_specialized,self_retention_broad,self_retention_specialized,self_retention_difference,representative_journals,display_label
10,-0.1240388342734511,0.1059364462768814,0.021858444605095,35186.0,48477.0,0.4388332536276399,0.4658062921445733,0.0269730385169333,Journal of Interpersonal Violence; Child Abuse & Neglect; Case Medical Research,Social behavior & violence
11,-0.0981659061228007,-0.0131619078014107,0.0323496515079983,50593.0,73225.0,0.5329990283123346,0.5649835487461742,0.0319845204338395,Alzheimer s & Dementia; Case Medical Research; Reactions Weekly,Mental health & cognition
12,0.0128598156191904,0.0788792720366603,0.039436800765828,79378.0,71566.0,0.5468629939471852,0.5131812314130139,-0.0336817625341713,Information Sciences; IEEE Access; International Journal of Engineering & Technology,Computing & networks
13,-0.0219876191268168,0.0302506262957197,0.0117884013313159,19170.0,25950.0,0.5520138795708976,0.5595577529267884,0.0075438733558907,Abstracts with programs - Geological Society of America; Journal of Climate; Climate Dynamics,Marine ecology & paleoscience
14,-0.0721375515794878,-0.1121455937842287,0.0283909224084393,29114.0,79552.0,0.4609859713721416,0.5033737864745117,0.04238781510237,Reactions Weekly; Annals of the Rheumatic Diseases; The Journal of Immunology,Immune & inflammatory disease
15,-0.0634394230087979,-0.0832498044569469,0.0357265373060315,48664.0,88079.0,0.5784039814713815,0.625433319246485,0.0470293377751035,European Heart Journal; Case Medical Research; The FASEB Journal,Cardiovascular medicine
16,-0.1077866308214021,0.0122801929706547,0.0381991753866958,58521.0,87686.0,0.4817516176709707,0.5041444893179927,0.0223928716470219,Case Medical Research; Journal of Pain and Symptom Management; International Journal of Integrated Care,Public health & care delivery
17,-0.0251273404663739,-0.0613807910702943,0.0276821029755523,37572.0,68381.0,0.4954879694669167,0.5733434434645379,0.0778554739976211,Case Medical Research; Clinical Oral Implants Research; European Urology Supplements,Surgical specialties
18,-0.0364924192438765,0.0850548882725035,0.039736213618791,70476.0,81614.0,0.0823750029878135,0.0567095588909757,-0.0256654440968377,Africa Research Bulletin Political Social and Cultural Series; Physics Today; Ḥadašŵt ʾarkeyŵlŵgiyŵt.,Editorial & miscellaneous records
19,0.1685464520934394,-0.0787332136477452,0.0183663397249007,17999.0,52298.0,0.6441216717938709,0.6549213860263645,0.0107997142324935,European Journal of Organic Chemistry; ChemInform; Dalton Transactions,Synthetic chemistry
20,0.0962196889477994,0.0589857425441173,0.0286059457749214,45747.0,63742.0,0.5802621671959404,0.6606676471954346,0.0804054799994942,Construction and Building Materials; The Journal of the Acoustical Society of America; Engineering Structures,Civil & structural engineering
21,0.1533354398454846,-0.0080711730000316,0.0230030586616663,31479.0,56565.0,0.5464165236646588,0.6042384513334976,0.0578219276688388,Materials Science and Engineering A; Materials Today Proceedings; Construction and Building Materials,Metallurgy & alloys
22,0.0455851788802135,0.0763387642884218,0.0222459046931789,36673.0,48473.0,0.6871415373946848,0.7256276738875148,0.03848613649283,"Physical review. A/Physical review, A; The European Physical Journal C; Quantum Information Processing",Mathematics & theoretical physics
23,-0.0537259327181446,-0.0137653329608688,0.0280311567029158,39769.0,67520.0,0.5542735054350008,0.5818845580443731,0.0276110526093723,Zootaxa; ZooKeys; Mitochondrial DNA Part B,Ecology & taxonomy
24,0.0589857558735744,0.0384770038274734,0.0337014508982516,62145.0,66847.0,0.5303615575101454,0.5993844809312152,0.0690229234210698,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE; The Journal of the Acoustical Society of America; Monthly Notices of the Royal Astronomical Society","Astronomy, optics & imaging"
25,-0.0484407063772321,-0.0328827131851717,0.0224219991634206,30531.0,55289.0,0.5211312135344485,0.615485880976313,0.0943546674418644,Case Medical Research; Orthopaedic Journal of Sports Medicine; Gait & Posture,Orthopaedics & sports medicine
26,0.0018934545078476,0.0701027700635398,0.0279974531618754,46246.0,60914.0,0.6393963183709073,0.6652493556205666,0.0258530372496593,Forest Ecology and Management; The Science of The Total Environment; Agricultural and Forest Meteorology,"Climate, land & agriculture"
27,-0.0752930798530517,-0.1026371119206324,0.0385359495293391,45583.0,101913.0,0.632752053942116,0.6293556051345036,-0.0033964488076123,HPB; Case Medical Research; Radiotherapy and Oncology,Oncology
28,-0.0610874454447861,0.118072259773902,0.034048153215775,59941.0,70378.0,0.4848108295706436,0.5415805842347445,0.0567697546641009,The Journal of the Acoustical Society of America; DEStech Transactions on Social Science Education and Human Science; The Proceedings of the Annual Convention of the Japanese Psychological Association,Education & language
29,0.1835821533304492,-0.0080738422954853,0.023884576083915,41692.0,49726.0,0.6465117783462052,0.6067795508330288,-0.0397322275131764,Journal of Magnetism and Magnetic Materials; Physical Review Letters; Chinese Physics B,Electronic & magnetic materials
30,0.0118952144415019,-0.1079724479061005,0.04370800610635,38035.0,129257.0,0.4147465606558991,0.4371722952764382,0.022425734620539,Reactions Weekly; The FASEB Journal; Neuro-Oncology,Drug discovery & pharmaceutics
31,-0.0927682409544676,-0.0389931570177499,0.046858372756461,68338.0,111012.0,0.4780172272714891,0.5140439251689976,0.0360266978975084,Case Medical Research; The FASEB Journal; Vaccine,Chronic & infectious disease
